Year,Victim_Category,Age_Group,Sex,Type_of_Abuse,Community_Incidence_Rate,Reporting_Source,Household_Size,Prior_Social_Service_Contact,Financial_Stress_Index,Is_Physical,Is_Neglect,Severity_Score,High_Risk_Flag,Immediate_Intervention_Needed,Intergenerational_Risk_Flag,Gender_Power_Imbalance_Flag,Recidivism_Risk_Score,Ecological_Risk_Index
2023,Child,0-6 years,Male,Neglect,2.4,School,3,0,1,0,1,3.6,0,0,0,0,0.2,0.55
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,2,0,1,0,0,5.0,1,0,0,0,0.2,0.65
2023,Child,0-6 years,Male,Neglect,2.4,Social Service,4,1,1,0,1,3.6,1,1,1,0,0.8,0.7
2023,Child,17-18 years,Male,Physical Abuse,2.4,School,4,0,1,1,0,3.3,1,0,0,0,0.2,0.69
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,4,0,1,0,0,5.0,1,0,0,0,0.2,0.75
2023,Child,0-6 years,Male,Physical Abuse,2.4,School,5,0,1,1,0,4.3,0,0,0,0,0.4,0.74
2023,Child,7-12 years,Male,Physical Abuse,2.4,School,4,1,1,1,0,3.9,1,1,1,0,0.8,0.79
2023,Child,7-12 years,Male,Neglect,2.4,Hospital,2,1,1,0,1,3.7,0,0,1,0,0.8,0.6
2023,Child,0-6 years,Male,Sexual Abuse,2.4,School,2,1,1,0,0,5.0,1,0,1,0,0.8,0.75
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,3,0,1,0,0,5.0,1,1,0,0,0.2,0.7
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,2,0,1,0,0,3.8,0,0,0,0,0.2,0.53
2023,Child,0-6 years,Male,Neglect,2.4,School,6,0,1,0,1,3.5,0,0,0,0,0.4,0.7
2023,Child,0-6 years,Male,Neglect,2.4,Hospital,5,1,1,0,1,4.2,1,0,1,0,1.0,0.75
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,2.9,0,0,0,0,0.2,0.55
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,2.9,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Social Service,4,0,1,0,0,2.8,0,0,0,0,0.2,0.63
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.0,1,1,0,0,0.2,0.55
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,5,0,1,0,1,3.1,0,0,0,0,0.4,0.65
2023,Child,7-12 years,Male,Physical Abuse,2.4,School,5,0,1,1,0,4.0,1,1,0,0,0.4,0.74
2023,Child,17-18 years,Male,Physical Abuse,2.4,School,5,1,1,1,0,3.5,1,1,1,0,1.0,0.84
2023,Child,7-12 years,Male,Sexual Abuse,2.4,School,6,0,1,0,0,4.5,1,0,0,0,0.4,0.85
2023,Child,7-12 years,Male,Physical Abuse,2.4,Police,5,0,1,1,0,4.9,1,1,0,0,0.4,0.74
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,5,0,1,0,1,3.0,0,0,0,0,0.4,0.65
2023,Child,0-6 years,Male,Sexual Abuse,2.4,Police,4,0,1,0,0,5.0,1,0,0,0,0.2,0.75
2023,Child,17-18 years,Male,Sexual Abuse,2.4,School,4,0,1,0,0,3.8,0,0,0,0,0.2,0.75
2023,Child,13-16 years,Male,Physical Abuse,2.4,Hospital,6,0,1,1,0,4.7,1,1,0,0,0.4,0.79
2023,Child,13-16 years,Male,Emotional & Psychological Abuse,2.4,School,2,1,1,0,0,2.5,0,0,1,0,0.8,0.63
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Social Service,6,1,1,0,0,3.0,0,0,1,0,1.0,0.83
2023,Child,0-6 years,Male,Neglect,2.4,School,2,0,1,0,1,3.5,1,0,0,0,0.2,0.5
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,4,0,1,0,0,5.0,1,0,0,0,0.2,0.75
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,2,0,1,0,0,3.8,0,0,0,0,0.2,0.53
2023,Child,0-6 years,Male,Neglect,2.4,Police,3,0,1,0,1,4.4,0,0,0,0,0.2,0.55
2023,Child,13-16 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.1,1,1,0,0,0.2,0.55
2023,Child,13-16 years,Male,Physical Abuse,2.4,Hospital,3,1,1,1,0,4.9,1,1,1,0,0.8,0.74
2023,Child,0-6 years,Male,Neglect,2.4,Police,6,0,1,0,1,4.5,1,1,0,0,0.4,0.7
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,6,1,1,0,0,5.0,0,0,1,0,1.0,0.95
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Hospital,6,0,1,0,0,5.0,1,1,0,0,0.4,0.85
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,3,0,1,0,0,5.0,0,0,0,0,0.2,0.7
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,2,0,1,0,0,3.9,0,0,0,0,0.2,0.53
2023,Child,13-16 years,Male,Neglect,2.4,School,5,1,1,0,1,3.2,1,1,1,0,1.0,0.75
2023,Child,0-6 years,Male,Physical Abuse,2.4,School,5,0,1,1,0,4.4,1,0,0,0,0.4,0.74
2023,Child,7-12 years,Male,Emotional & Psychological Abuse,2.4,School,6,1,1,0,0,2.7,1,0,1,0,1.0,0.83
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Social Service,4,0,1,0,0,2.8,0,0,0,0,0.2,0.63
2023,Child,0-6 years,Male,Neglect,2.4,School,6,1,1,0,1,3.7,1,1,1,0,1.0,0.8
2023,Child,0-6 years,Male,Neglect,2.4,School,3,0,1,0,1,3.4,1,1,0,0,0.2,0.55
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,School,3,1,1,0,0,2.8,0,0,1,0,0.8,0.68
2023,Child,0-6 years,Male,Physical Abuse,2.4,Social Service,2,0,1,1,0,4.5,1,0,0,0,0.2,0.59
2023,Child,0-6 years,Male,Physical Abuse,2.4,Social Service,6,1,1,1,0,4.4,1,1,1,0,1.0,0.89
2023,Child,7-12 years,Male,Physical Abuse,2.4,Police,4,0,1,1,0,4.7,1,1,0,0,0.2,0.69
2023,Child,0-6 years,Male,Neglect,2.4,School,2,0,1,0,1,3.4,0,0,0,0,0.2,0.5
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,6,1,1,0,0,5.0,1,1,1,0,1.0,0.95
2023,Child,13-16 years,Male,Neglect,2.4,School,4,1,1,0,1,3.0,1,1,1,0,0.8,0.7
2023,Child,13-16 years,Male,Neglect,2.4,Social Service,6,0,1,0,1,2.9,1,0,0,0,0.4,0.7
2023,Child,0-6 years,Male,Neglect,2.4,School,2,0,1,0,1,3.5,0,0,0,0,0.2,0.5
2023,Child,13-16 years,Male,Neglect,2.4,Social Service,6,0,1,0,1,3.1,1,0,0,0,0.4,0.7
2023,Child,13-16 years,Male,Sexual Abuse,2.4,School,3,0,1,0,0,4.4,1,1,0,0,0.2,0.7
2023,Child,7-12 years,Male,Emotional & Psychological Abuse,2.4,Police,3,1,1,0,0,3.3,0,0,1,0,0.8,0.68
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Social Service,6,1,1,0,0,2.8,0,0,1,0,1.0,0.83
2023,Child,13-16 years,Male,Physical Abuse,2.4,Hospital,3,1,1,1,0,4.7,1,1,1,0,0.8,0.74
2023,Child,0-6 years,Male,Physical Abuse,2.4,School,5,0,1,1,0,4.6,1,1,0,0,0.4,0.74
2023,Child,13-16 years,Male,Physical Abuse,2.4,School,4,1,1,1,0,3.9,0,0,1,0,0.8,0.79
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,2,0,1,0,0,3.8,0,0,0,0,0.2,0.53
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.1,0,0,0,0,0.2,0.55
2023,Child,17-18 years,Male,Neglect,2.4,Police,4,0,1,0,1,3.1,0,0,0,0,0.2,0.6
2023,Child,0-6 years,Male,Neglect,2.4,Police,3,0,1,0,1,4.3,1,0,0,0,0.2,0.55
2023,Child,0-6 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.4,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Male,Neglect,2.4,Hospital,5,0,1,0,1,4.5,1,1,0,0,0.4,0.65
2023,Child,0-6 years,Male,Neglect,2.4,Hospital,5,1,1,0,1,4.3,0,0,1,0,1.0,0.75
2023,Child,13-16 years,Male,Neglect,2.4,Social Service,5,0,1,0,1,3.1,1,0,0,0,0.4,0.65
2023,Child,0-6 years,Male,Neglect,2.4,School,3,0,1,0,1,3.5,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Male,Neglect,2.4,School,5,0,1,0,1,3.3,0,0,0,0,0.4,0.65
2023,Child,7-12 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.1,0,0,0,0,0.2,0.55
2023,Child,7-12 years,Male,Physical Abuse,2.4,Social Service,5,0,1,1,0,4.2,1,1,0,0,0.4,0.74
2023,Child,13-16 years,Male,Physical Abuse,2.4,School,4,1,1,1,0,4.0,1,1,1,0,0.8,0.79
2023,Child,0-6 years,Male,Neglect,2.4,School,6,0,1,0,1,3.6,1,1,0,0,0.4,0.7
2023,Child,13-16 years,Male,Neglect,2.4,School,4,0,1,0,1,3.2,1,1,0,0,0.2,0.6
2023,Child,0-6 years,Male,Neglect,2.4,Police,6,0,1,0,1,4.2,0,0,0,0,0.4,0.7
2023,Child,17-18 years,Male,Emotional & Psychological Abuse,2.4,Hospital,4,0,1,0,0,2.7,0,0,0,0,0.2,0.63
2023,Child,0-6 years,Male,Neglect,2.4,Social Service,6,0,1,0,1,3.5,1,0,0,0,0.4,0.7
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.75
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,2,0,1,0,0,3.9,0,0,0,0,0.2,0.53
2023,Child,7-12 years,Male,Physical Abuse,2.4,Hospital,5,0,1,1,0,5.0,1,1,0,0,0.4,0.74
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,School,4,0,1,0,0,2.9,0,0,0,0,0.2,0.63
2023,Child,0-6 years,Male,Neglect,2.4,Hospital,5,1,1,0,1,4.2,1,1,1,0,1.0,0.75
2023,Child,7-12 years,Male,Neglect,2.4,School,2,0,1,0,1,3.1,0,0,0,0,0.2,0.5
2023,Child,7-12 years,Male,Physical Abuse,2.4,Police,3,0,1,1,0,4.7,1,1,0,0,0.2,0.64
2023,Child,7-12 years,Male,Sexual Abuse,2.4,Police,4,0,1,0,0,5.0,1,1,0,0,0.2,0.75
2023,Child,13-16 years,Male,Neglect,2.4,School,5,1,1,0,1,3.0,1,0,1,0,1.0,0.75
2023,Child,13-16 years,Male,Neglect,2.4,Social Service,3,0,1,0,1,3.1,0,0,0,0,0.2,0.55
2023,Child,13-16 years,Male,Neglect,2.4,School,4,0,1,0,1,2.8,0,0,0,0,0.2,0.6
2023,Child,0-6 years,Male,Physical Abuse,2.4,School,3,0,1,1,0,4.5,1,0,0,0,0.2,0.64
2023,Child,7-12 years,Male,Emotional & Psychological Abuse,2.4,School,6,1,1,0,0,2.5,1,0,1,0,1.0,0.83
2023,Child,13-16 years,Male,Neglect,2.4,School,4,0,1,0,1,3.0,1,0,0,0,0.2,0.6
2023,Child,7-12 years,Male,Emotional & Psychological Abuse,2.4,Police,3,1,1,0,0,3.2,0,0,1,0,0.8,0.68
2023,Child,13-16 years,Male,Sexual Abuse,2.4,Police,2,1,1,0,0,5.0,1,1,1,0,0.8,0.75
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,School,3,1,1,0,0,3.1,1,1,1,0,0.8,0.68
2023,Child,7-12 years,Male,Emotional & Psychological Abuse,2.4,School,6,1,1,0,0,2.4,0,0,1,0,1.0,0.83
2023,Child,0-6 years,Male,Neglect,2.4,School,6,1,1,0,1,3.3,0,0,1,0,1.0,0.8
2023,Child,0-6 years,Male,Neglect,2.4,School,6,1,1,0,1,3.3,0,0,1,0,1.0,0.8
2023,Child,0-6 years,Male,Neglect,2.4,School,3,0,1,0,1,3.6,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Male,Emotional & Psychological Abuse,2.4,Police,4,1,1,0,0,3.8,0,0,1,0,0.8,0.73
2023,Child,0-6 years,Male,Physical Abuse,2.4,Hospital,3,1,1,1,0,5.0,1,1,1,0,0.8,0.74
2023,Child,7-12 years,Male,Physical Abuse,2.4,Hospital,5,0,1,1,0,4.7,1,0,0,0,0.4,0.74
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Hospital,3,0,1,0,0,3.3,0,0,0,0,0.2,0.58
2023,Child,7-12 years,Female,Neglect,2.4,Hospital,4,0,1,0,1,3.8,1,1,0,0,0.2,0.6
2023,Child,7-12 years,Female,Neglect,2.4,School,5,0,1,0,1,3.0,1,0,0,0,0.4,0.65
2023,Child,7-12 years,Female,Neglect,2.4,School,3,1,1,0,1,3.2,1,1,1,0,0.8,0.65
2023,Child,13-16 years,Female,Physical Abuse,2.4,Social Service,3,1,1,1,0,3.9,1,0,1,0,0.8,0.74
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,2,0,1,1,0,4.6,1,1,0,0,0.2,0.59
2023,Child,13-16 years,Female,Physical Abuse,2.4,School,3,0,1,1,0,4.0,1,0,0,0,0.2,0.64
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,4,0,1,1,0,4.0,1,0,0,0,0.2,0.69
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,2,1,1,1,0,4.6,1,1,1,0,0.8,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,School,3,1,1,1,0,4.1,1,0,1,0,0.8,0.74
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,4,0,1,1,0,4.7,1,1,0,0,0.2,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,Hospital,6,0,1,1,0,4.7,0,0,0,0,0.4,0.79
2023,Child,13-16 years,Female,Physical Abuse,2.4,Social Service,4,0,1,1,0,3.8,1,1,0,0,0.2,0.69
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,School,5,0,1,0,0,2.6,0,0,0,0,0.4,0.68
2023,Child,7-12 years,Female,Neglect,2.4,Social Service,4,1,1,0,1,3.0,1,1,1,0,0.8,0.7
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,School,4,1,1,0,0,2.9,0,0,1,0,0.8,0.73
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Social Service,5,0,1,0,0,2.8,0,0,0,0,0.4,0.68
2023,Child,0-6 years,Female,Neglect,2.4,School,5,0,1,0,1,3.3,1,0,0,0,0.4,0.65
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,6,1,1,1,0,4.2,1,1,1,0,1.0,0.89
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,2,0,1,1,0,5.0,0,0,0,0,0.2,0.59
2023,Child,17-18 years,Female,Sexual Abuse,2.4,School,2,0,1,0,0,3.9,1,0,0,0,0.2,0.65
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,School,3,0,1,0,0,2.9,1,0,0,0,0.2,0.58
2023,Child,7-12 years,Female,Physical Abuse,2.4,Police,5,0,1,1,0,4.7,1,1,0,0,0.4,0.74
2023,Child,13-16 years,Female,Emotional & Psychological Abuse,2.4,School,5,0,1,0,0,2.3,0,0,0,0,0.4,0.68
2023,Child,17-18 years,Female,Neglect,2.4,Hospital,3,1,1,0,1,3.3,1,0,1,0,0.8,0.65
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,2,1,1,1,0,4.3,1,0,1,0,0.8,0.69
2023,Child,7-12 years,Female,Neglect,2.4,School,2,0,1,0,1,3.1,1,1,0,0,0.2,0.5
2023,Child,13-16 years,Female,Physical Abuse,2.4,Hospital,4,0,1,1,0,4.7,0,0,0,0,0.2,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,School,2,1,1,1,0,4.0,1,1,1,0,0.8,0.69
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,6,1,1,1,0,5.0,1,1,1,0,1.0,0.89
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,5,0,1,1,0,5.0,1,0,0,0,0.4,0.74
2023,Child,17-18 years,Female,Emotional & Psychological Abuse,2.4,School,5,0,1,0,0,2.0,0,0,0,0,0.4,0.68
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,5,0,1,1,0,3.9,1,1,0,0,0.4,0.74
2023,Child,7-12 years,Female,Sexual Abuse,2.4,Hospital,4,0,1,0,0,5.0,1,0,0,0,0.2,0.75
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,5,0,1,1,0,4.6,1,0,0,0,0.4,0.74
2023,Child,13-16 years,Female,Sexual Abuse,2.4,Hospital,5,0,1,0,0,5.0,1,1,0,0,0.4,0.8
2023,Child,13-16 years,Female,Physical Abuse,2.4,Social Service,4,0,1,1,0,4.1,1,1,0,0,0.2,0.69
2023,Child,17-18 years,Female,Sexual Abuse,2.4,Social Service,6,1,1,0,0,4.0,1,1,1,0,1.0,0.95
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,School,2,0,1,0,0,3.1,0,0,0,0,0.2,0.53
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,4,1,1,1,0,4.5,1,0,1,0,0.8,0.79
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,3,0,1,1,0,5.0,0,0,0,0,0.2,0.64
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,4,1,1,1,0,5.0,1,0,1,0,0.8,0.79
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,6,0,1,1,0,4.7,1,1,0,0,0.4,0.79
2023,Child,7-12 years,Female,Neglect,2.4,School,3,0,1,0,1,2.9,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,6,1,1,1,0,4.6,1,0,1,0,1.0,0.89
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Social Service,4,0,1,0,0,2.4,0,0,0,0,0.2,0.63
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,6,0,1,1,0,4.0,1,0,0,0,0.4,0.79
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,2,0,1,1,0,4.3,1,0,0,0,0.2,0.59
2023,Child,13-16 years,Female,Neglect,2.4,School,5,1,1,0,1,3.0,0,0,1,0,1.0,0.75
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,6,1,1,1,0,4.6,1,1,1,0,1.0,0.89
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Hospital,4,0,1,0,0,3.2,0,0,0,0,0.2,0.63
2023,Child,13-16 years,Female,Physical Abuse,2.4,Social Service,6,0,1,1,0,4.1,1,0,0,0,0.4,0.79
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,3,0,1,1,0,4.1,1,1,0,0,0.2,0.64
2023,Child,0-6 years,Female,Neglect,2.4,Hospital,3,0,1,0,1,4.5,1,1,0,0,0.2,0.55
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,3,0,1,1,0,3.9,1,0,0,0,0.2,0.64
2023,Child,7-12 years,Female,Neglect,2.4,School,6,1,1,0,1,3.0,1,1,1,0,1.0,0.8
2023,Child,7-12 years,Female,Neglect,2.4,School,2,0,1,0,1,2.9,1,0,0,0,0.2,0.5
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Police,5,0,1,0,0,3.5,0,0,0,0,0.4,0.68
2023,Child,7-12 years,Female,Physical Abuse,2.4,School,5,0,1,1,0,4.2,1,1,0,0,0.4,0.74
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Police,3,1,1,0,0,3.3,0,0,1,0,0.8,0.68
2023,Child,17-18 years,Female,Physical Abuse,2.4,School,2,0,1,1,0,3.6,1,1,0,0,0.2,0.59
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,6,0,1,1,0,4.5,1,1,0,0,0.4,0.79
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,2,1,1,1,0,4.0,1,0,1,0,0.8,0.69
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,2,0,1,1,0,4.3,1,1,0,0,0.2,0.59
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,5,0,1,1,0,5.0,1,1,0,0,0.4,0.74
2023,Child,17-18 years,Female,Physical Abuse,2.4,Police,3,0,1,1,0,4.2,1,1,0,0,0.2,0.64
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Social Service,6,0,1,0,0,2.6,0,0,0,0,0.4,0.73
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,5,0,1,1,0,5.0,1,1,0,0,0.4,0.74
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,3,1,1,1,0,4.6,1,1,1,0,0.8,0.74
2023,Child,7-12 years,Female,Neglect,2.4,Police,3,1,1,0,1,3.6,1,1,1,0,0.8,0.65
2023,Child,0-6 years,Female,Neglect,2.4,Hospital,3,1,1,0,1,4.2,0,0,1,0,0.8,0.65
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,2,0,1,1,0,4.7,1,1,0,0,0.2,0.59
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Hospital,6,1,1,0,0,3.2,0,0,1,0,1.0,0.83
2023,Child,7-12 years,Female,Neglect,2.4,Police,2,0,1,0,1,3.6,0,0,0,0,0.2,0.5
2023,Child,17-18 years,Female,Emotional & Psychological Abuse,2.4,Social Service,3,1,1,0,0,2.2,1,0,1,0,0.8,0.68
2023,Child,7-12 years,Female,Neglect,2.4,School,2,0,1,0,1,3.0,1,0,0,0,0.2,0.5
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,4,0,1,1,0,4.4,0,0,0,0,0.2,0.69
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,5,0,1,1,0,5.0,1,1,0,0,0.4,0.74
2023,Child,13-16 years,Female,Sexual Abuse,2.4,Police,3,0,1,0,0,5.0,1,1,0,0,0.2,0.7
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,2,0,1,1,0,5.0,1,1,0,0,0.2,0.59
2023,Child,0-6 years,Female,Neglect,2.4,Social Service,3,0,1,0,1,3.5,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,5,1,1,1,0,4.7,1,1,1,0,1.0,0.84
2023,Child,7-12 years,Female,Neglect,2.4,School,2,1,1,0,1,3.0,1,0,1,0,0.8,0.6
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Social Service,2,0,1,0,0,3.2,1,1,0,0,0.2,0.53
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Social Service,4,0,1,0,0,2.6,0,0,0,0,0.2,0.63
2023,Child,0-6 years,Female,Physical Abuse,2.4,Social Service,2,0,1,1,0,4.4,0,0,0,0,0.2,0.59
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Hospital,6,1,1,0,0,4.0,1,1,1,0,1.0,0.83
2023,Child,13-16 years,Female,Sexual Abuse,2.4,Police,2,0,1,0,0,5.0,1,1,0,0,0.2,0.65
2023,Child,7-12 years,Female,Physical Abuse,2.4,Police,5,0,1,1,0,4.9,1,1,0,0,0.4,0.74
2023,Child,13-16 years,Female,Physical Abuse,2.4,Hospital,4,0,1,1,0,4.8,0,0,0,0,0.2,0.69
2023,Child,7-12 years,Female,Sexual Abuse,2.4,School,2,0,1,0,0,4.7,1,1,0,0,0.2,0.65
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,4,1,1,1,0,4.6,1,1,1,0,0.8,0.79
2023,Child,13-16 years,Female,Sexual Abuse,2.4,School,6,0,1,0,0,4.6,1,1,0,0,0.4,0.85
2023,Child,7-12 years,Female,Physical Abuse,2.4,Police,2,1,1,1,0,4.9,1,1,1,0,0.8,0.69
2023,Child,13-16 years,Female,Neglect,2.4,School,2,0,1,0,1,2.9,0,0,0,0,0.2,0.5
2023,Child,0-6 years,Female,Physical Abuse,2.4,Hospital,5,1,1,1,0,5.0,1,0,1,0,1.0,0.84
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,5,1,1,1,0,4.8,0,0,1,0,1.0,0.84
2023,Child,7-12 years,Female,Neglect,2.4,School,6,0,1,0,1,2.9,1,0,0,0,0.4,0.7
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,School,3,1,1,0,0,3.1,1,0,1,0,0.8,0.68
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,School,6,0,1,0,0,2.4,0,0,0,0,0.4,0.73
2023,Child,13-16 years,Female,Neglect,2.4,School,2,0,1,0,1,3.2,1,1,0,0,0.2,0.5
2023,Child,0-6 years,Female,Neglect,2.4,Police,3,0,1,0,1,4.4,0,0,0,0,0.2,0.55
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Police,2,1,1,0,0,3.9,0,0,1,0,0.8,0.63
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,4,0,1,1,0,4.7,1,0,0,0,0.2,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,School,2,0,1,1,0,4.1,1,1,0,0,0.2,0.59
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,5,1,1,1,0,5.0,1,1,1,0,1.0,0.84
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,2,1,1,1,0,4.8,1,1,1,0,0.8,0.69
2023,Child,17-18 years,Female,Neglect,2.4,Police,5,0,1,0,1,3.3,1,1,0,0,0.4,0.65
2023,Child,13-16 years,Female,Sexual Abuse,2.4,Hospital,6,0,1,0,0,5.0,1,1,0,0,0.4,0.85
2023,Child,0-6 years,Female,Neglect,2.4,School,4,0,1,0,1,3.4,0,0,0,0,0.2,0.6
2023,Child,0-6 years,Female,Physical Abuse,2.4,School,3,1,1,1,0,4.5,1,1,1,0,0.8,0.74
2023,Child,0-6 years,Female,Sexual Abuse,2.4,School,3,0,1,0,0,5.0,1,1,0,0,0.2,0.7
2023,Child,17-18 years,Female,Sexual Abuse,2.4,Police,6,0,1,0,0,4.7,0,0,0,0,0.4,0.85
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,3,0,1,1,0,3.9,1,1,0,0,0.2,0.64
2023,Child,0-6 years,Female,Emotional & Psychological Abuse,2.4,Hospital,5,0,1,0,0,3.6,0,0,0,0,0.4,0.68
2023,Child,13-16 years,Female,Physical Abuse,2.4,Hospital,4,1,1,1,0,4.6,0,0,1,0,0.8,0.79
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,6,0,1,1,0,5.0,1,0,0,0,0.4,0.79
2023,Child,0-6 years,Female,Physical Abuse,2.4,Police,3,0,1,1,0,5.0,1,1,0,0,0.2,0.64
2023,Child,7-12 years,Female,Physical Abuse,2.4,Social Service,2,1,1,1,0,4.0,1,1,1,0,0.8,0.69
2023,Child,13-16 years,Female,Physical Abuse,2.4,Police,6,0,1,1,0,5.0,1,1,0,0,0.4,0.79
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Police,5,0,1,0,0,3.3,0,0,0,0,0.4,0.68
2023,Child,7-12 years,Female,Neglect,2.4,School,4,0,1,0,1,2.9,0,0,0,0,0.2,0.6
2023,Child,7-12 years,Female,Physical Abuse,2.4,Hospital,5,0,1,1,0,4.8,1,1,0,0,0.4,0.74
2023,Child,7-12 years,Female,Emotional & Psychological Abuse,2.4,Police,4,1,1,0,0,3.3,0,0,1,0,0.8,0.73
